id,emotion
o937.jpg,6.0
o530.jpg,5.0
o647.jpg,6.0
o791.jpg,6.0
o83.jpg,6.0
o105.jpg,6.0
o164.jpg,8.0
o1160.jpg,6.0
o907.jpg,6.0
o1143.jpg,6.0
o1311.jpg,5.0
o983.jpg,6.0
o1149.jpg,6.0
o1155.jpg,1.0
o535.jpg,5.0
o1142.jpg,6.0
o1322.jpg,6.0
o939.jpg,6.0
o1131.jpg,6.0
o509.jpg,8.0
o1373.jpg,5.0
o1114.jpg,6.0
o265.jpg,6.0
o1109.jpg,6.0
o1316.jpg,5.0
o918.jpg,5.0
o581.jpg,6.0
o282.jpg,6.0
o1261.jpg,8.0
o1278.jpg,6.0
o945.jpg,6.0
o1089.jpg,8.0
o1260.jpg,8.0
o394.jpg,6.0
o58.jpg,6.0
o404.jpg,6.0
o1154.jpg,1.0
o549.jpg,5.0
o518.jpg,7.0
o809.jpg,6.0
o161.jpg,6.0
o1307.jpg,5.0
o1360.jpg,6.0
o646.jpg,8.0
o1427.jpg,1.0
o962.jpg,6.0
o1303.jpg,5.0
o143.jpg,6.0
o532.jpg,5.0
o539.jpg,6.0
o1300.jpg,5.0
o0.jpg,6.0
o870.jpg,6.0
o1301.jpg,5.0
o540.jpg,5.0
o925.jpg,6.0
o1429.jpg,1.0
o537.jpg,5.0
o990.jpg,6.0
o772.jpg,6.0
o1354.jpg,6.0
o1371.jpg,5.0
o926.jpg,6.0
o933.jpg,6.0
o811.jpg,6.0
o130.jpg,6.0
o908.jpg,7.0
o1345.jpg,5.0
