id,emotion
b102.jpg,8.0
b366.jpg,5.0
b372.jpg,8.0
b370.jpg,5.0
b95.jpg,6.0
b176.jpg,8.0
b171.jpg,5.0
b16.jpg,8.0
b333.jpg,8.0
b421.jpg,5.0
b291.jpg,6.0
b165.jpg,5.0
b243.jpg,6.0
b140.jpg,1.0
b69.jpg,6.0
b338.jpg,6.0
b164.jpg,5.0
b371.jpg,5.0
b408.jpg,6.0
b167.jpg,5.0
b175.jpg,6.0
b257.jpg,6.0
b89.jpg,6.0
b303.jpg,6.0
b441.jpg,5.0
b174.jpg,6.0
b117.jpg,6.0
b420.jpg,5.0
b423.jpg,5.0
b253.jpg,8.0
b233.jpg,6.0
b166.jpg,5.0
b395.jpg,3.0
b182.jpg,8.0
b299.jpg,6.0
b290.jpg,1.0
b161.jpg,5.0
b417.jpg,3.0
