id,emotion
d20.jpg,5.0
d287.jpg,6.0
d19.jpg,5.0
d42.jpg,7.0
d9.jpg,5.0
d21.jpg,5.0
d136.jpg,6.0
d15.jpg,7.0
d62.jpg,5.0
d263.jpg,6.0
d200.jpg,6.0
d103.jpg,4.0
d4.jpg,5.0
d212.jpg,7.0
d13.jpg,6.0
d134.jpg,6.0
d283.jpg,6.0
d253.jpg,6.0
d211.jpg,7.0
d307.jpg,4.0
d327.jpg,7.0
d320.jpg,6.0
d145.jpg,6.0
d58.jpg,7.0
d278.jpg,6.0
d3.jpg,7.0
d331.jpg,6.0
d240.jpg,6.0
d144.jpg,6.0
d249.jpg,7.0
d11.jpg,7.0
d24.jpg,7.0
d243.jpg,4.0
d64.jpg,5.0
d236.jpg,6.0
d74.jpg,6.0
d275.jpg,6.0
d35.jpg,4.0
d215.jpg,4.0
d318.jpg,8.0
d305.jpg,7.0
d28.jpg,4.0
d80.jpg,4.0
d6.jpg,4.0
d49.jpg,7.0
d300.jpg,7.0
d313.jpg,6.0
d135.jpg,6.0
d44.jpg,4.0
d61.jpg,6.0
d82.jpg,6.0
d79.jpg,4.0
d146.jpg,6.0
d0.jpg,6.0
d133.jpg,6.0
d96.jpg,6.0
d172.jpg,6.0
d241.jpg,4.0
