id,file,emotions,mode,agreement_coefficient
1,data/g148.jpg,69661519559655795696569552522546,5.0,0.23763440860215054
2,data/d5.jpg,85554597554999985765847876297716,5.0,0.17956989247311828
3,data/o183.jpg,64667266675426393267764338376896,6.0,0.19032258064516128
4,data/g266.jpg,6499168118696637716391819643846,6.0,0.17526881720430107
5,data/j36.jpg,5555555655559515525555555555655,5.0,0.7344086021505376
6,data/h19.jpg,43966468268849666676698686666359,6.0,0.2956989247311828
7,data/f85.jpg,8469865888826829858888878875884,8.0,0.3473118279569892
8,data/g133.jpg,555557555852618958655855554559999999,5.0,0.38387096774193546
9,data/l416.jpg,21793133436298624126312323292646,2.0,0.1774193548387097
10,data/05_male_fear_frontal.jpg,44448834884849484899184438484933,4.0,0.3172043010752688
11,data/04_female_neutral_frontal.jpg,7936286666677666666766626596666,6.0,0.4591397849462366
12,data/a173.jpg,62998868665897677476882663487847,6.0,0.19032258064516128
13,data/h27.jpg,5695599666692763266565967155469,6.0,0.23333333333333334
14,data/f362.jpg,5565575555559552515655555255515,5.0,0.5838709677419355
15,data/c102.jpg,8689786667379259891986963413636,6.0,0.16881720430107527
16,data/f22.jpg,6669848788959862748686368696793,6.0,0.2032258064516129
17,data/a131.jpg,88988498897814888688877989688398,8.0,0.33440860215053764
18,data/d20.jpg,4576949675576865554755775865659,5.0,0.23118279569892472
19,data/o937.jpg,6656898649163965947755689665626,6.0,0.2053763440860215
20,data/e0e2366d4f524a6cfbcdb9a6b986efa6fb1df792638ce02eac598f3d.JPG,6696694667699658649655976756769,6.0,0.27419354838709675
21,data/j110.jpg,8549524556355856654586565575554,5.0,0.3
22,data/e237.jpg,96691166686216686666966668666667,6.0,0.5043010752688172
23,data/i398.jpg,6665666859546765667686966516569,6.0,0.33440860215053764
24,data/e18.jpg,5636565588865659816889256856656,6.0,0.25483870967741934
25,data/l251.jpg,81866898235589854574841724839114,8.0,0.14731182795698924
26,data/c225.jpg,555556961555555555285555545559999999999,5.0,0.5387096774193548
27,data/m1395.jpg,66555455565255615565595555565556,5.0,0.5172043010752688
28,data/e396.jpg,5565555755969556515555556466558,5.0,0.43548387096774194
29,data/j76.jpg,58555456958655575578555555825559,5.0,0.4591397849462366
30,data/m375.jpg,5559595555555555555954955555555,5.0,0.7451612903225806
31,data/k1526.jpg,44767668687179247864761796837968,6.0,0.1881720430107527
32,data/i369.jpg,6549269956666999666665655666664,6.0,0.3817204301075269
33,data/i234.jpg,6426289869866968291785962886269,6.0,0.20967741935483872
34,data/f395.jpg,65556665655575255155455555155555,5.0,0.5086021505376344
35,data/j106.jpg,1959455555455555266555555856655,5.0,0.4591397849462366
36,data/m1219.jpg,6666525555886956667673775856655,6.0,0.267741935483871
37,data/h13.jpg,65895555555555585555557775655995,5.0,0.5021505376344086
38,data/f396.jpg,55855695558856556165654555855556,5.0,0.43548387096774194
39,data/c167.jpg,9665895555558555865552555566599,5.0,0.4032258064516129
40,data/e271.jpg,55669696686291686968866666126766,6.0,0.32365591397849464
41,data/d287.jpg,6635666633666795646753966396696,6.0,0.33440860215053764
42,data/n811.jpg,4384696964254689767669366686667,6.0,0.24193548387096775
43,data/b138.jpg,65294486665629163149589683666986,6.0,0.18387096774193548
44,data/c189.jpg,2923689534696562668663566895683,6.0,0.20967741935483872
45,data/d19.jpg,5555555855555559575655555556559,5.0,0.6827956989247311
46,data/n110.jpg,5659893686256696736585679865619,6.0,0.2010752688172043
47,data/h63.jpg,65559155655555555555555965566555,5.0,0.6010752688172043
48,data/k301.jpg,31895868669565388599935526585854,5.0,0.2053763440860215
49,data/m130.jpg,5667229866455898658615699642555,5.0,0.1881720430107527
50,data/k181.jpg,51492911494362416724131673872984,1.0,0.13440860215053763
51,data/d42.jpg,6494747877654989747644779476785,7.0,0.22473118279569892
52,data/b416.jpg,3662843964955866284866163566218,6.0,0.1817204301075269
53,data/n83.jpg,11866886345869119588859829466191,8.0,0.1774193548387097
54,data/b102.jpg,4866399866928996316385838886658,8.0,0.2075268817204301
55,data/f55.jpg,55558555555655595555585558955999,5.0,0.5967741935483871
56,data/g146.jpg,6296385655581553616666565356996,6.0,0.24623655913978496
57,data/x191.jpg,56555955521555955565555555555575,5.0,0.6311827956989248
58,data/e190.jpg,5665996467656666667946766856544,6.0,0.3064516129032258
59,data/g114.jpg,2699696685283466651669299466536,6.0,0.22688172043010751
60,data/j33.jpg,71585855855855559555557565755955,5.0,0.46344086021505376
61,data/i392.jpg,66983885595569586959856858566855,5.0,0.256989247311828
62,data/n517.jpg,6986976668489619968878481941349,6.0,0.19032258064516128
63,data/01_female_disgust_frontal.jpg,3634273333347733313333333343243,3.0,0.46344086021505376
64,data/f244.jpg,6355585555552955566855555555556,5.0,0.5451612903225806
65,data/m931.jpg,6696856655265855676695976386655,6.0,0.267741935483871
66,data/i335.jpg,5569962816996628269664686296676,6.0,0.25483870967741934
67,data/j65.jpg,5555555555555556554615555555556,5.0,0.7387096774193549
68,data/n1004.jpg,4982411611383786946819666768231,6.0,0.15591397849462366
69,data/e382.jpg,64999555555599855561956655565155,5.0,0.3473118279569892
70,data/o530.jpg,5796565955595555255555555555558,5.0,0.5860215053763441
71,data/n238.jpg,66645655675116669778855191416993,6.0,0.1881720430107527
72,data/n1093.jpg,5485686666954917446673111216889,6.0,0.15591397849462366
73,data/n234.jpg,61566566555295862566787853366996,6.0,0.20967741935483872
74,data/x353.jpg,55955555556559556982555658255995,5.0,0.43333333333333335
75,data/n243.jpg,58653966598111154678755554622226,5.0,0.15376344086021507
76,data/b46.jpg,3783232693159619756833266366636,6.0,0.1924731182795699
77,data/c84.jpg,6686486688838981668646849954998,8.0,0.24193548387096775
78,data/c258.jpg,88566686868889587763886999958996,8.0,0.25053763440860216
79,data/b366.jpg,5625598953555957266255525655666,5.0,0.29354838709677417
80,data/f373.jpg,4995986684448895958695476888838,8.0,0.20967741935483872
81,data/c201.jpg,3399949663946896164686184366826,6.0,0.2032258064516129
82,data/f41.jpg,8899894688228848978488168438828,8.0,0.29354838709677417
83,data/a251.jpg,8289778849871479877881161687637,8.0,0.1989247311827957
84,data/k622.jpg,6944644434358456936847616195579,4.0,0.16451612903225807
85,data/c3.jpg,6669889568464466887666965889872,6.0,0.23548387096774193
86,data/m1247.jpg,5697515985855688756399755552222,5.0,0.2032258064516129
87,data/k88.jpg,46697377336346777677771263766466,7.0,0.256989247311828
88,data/j125.jpg,93264556556595555576585588865555,5.0,0.3279569892473118
89,data/o647.jpg,4396111864176718614814861694666,6.0,0.20967741935483872
90,data/a122.jpg,68998126669954868582688883396996,8.0,0.2075268817204301
91,data/fdee606ff263dcb7397c551b0f93fa48a62092db071fcd74fb752212.jpg,3999449488376149844446644434641,4.0,0.25053763440860216
92,data/n515.jpg,6366278188526168112989118934899,8.0,0.16236559139784945
93,data/d9.jpg,5559755555984656995997959578655,5.0,0.3043010752688172
94,data/f424.jpg,5165525555555555555555555555555,5.0,0.8462365591397849
95,data/i194.jpg,8696688883186989879489968696659,8.0,0.25053763440860216
96,data/e412.jpg,6665966686696269666266667666666,6.0,0.5860215053763441
97,data/g283.jpg,91962993155898166699151981466292,9.0,0.19032258064516128
98,data/a128.jpg,6666793766129261666929969333326,6.0,0.24623655913978496
99,data/n995.jpg,8589666686685868866638986465686,6.0,0.33440860215053764
100,data/d21.jpg,66774355544735485769559557953563,5.0,0.2118279569892473
101,data/k10.jpg,56767777982447769777479777763676,7.0,0.3258064516129032
102,data/m1126.jpg,6369665669356962936531166866659,6.0,0.278494623655914
103,data/e202.jpg,98192777661717636623376662236962,6.0,0.2010752688172043
104,data/j74.jpg,7559595965575159557575555559699,5.0,0.3860215053763441
105,data/g231.jpg,6669616837688799999889199288194,9.0,0.2161290322580645
106,data/l415.jpg,18399733634838129353611334946311,3.0,0.18387096774193548
107,data/4737c1f1defeaf79710b5a170ee9e82d13e717ac6adc0b377630dcd0.jpg,5595595555555558955555255495585,5.0,0.5924731182795699
108,data/f142.jpg,5995555556562995915515555655555,5.0,0.4720430107526882
109,data/o791.jpg,6686796669866687676616667666766,6.0,0.4720430107526882
110,data/a51.jpg,67425696797129682312888683976948,6.0,0.14086021505376345
111,data/05_male_happy_frontal.jpg,59565155858595555166755555555556,5.0,0.4978494623655914
112,data/c74.jpg,88898868887689868567865988724999,8.0,0.2806451612903226
113,data/02_female_disgust_frontal.jpg,2932327333333435173333271321383,3.0,0.3258064516129032
114,data/l321.jpg,6969688869822495218999869886699,9.0,0.24193548387096775
115,data/n1065.jpg,6329799676166266486974761466669,6.0,0.24623655913978496
116,data/n606.jpg,34361941268114199943771395726191,1.0,0.15161290322580645
117,data/01_male_anger_frontal.jpg,8391219239294429351823311931611,1.0,0.18387096774193548
118,data/j107.jpg,5696974657575659546515757525747,5.0,0.23118279569892472
119,data/j25.jpg,5555655555695959554555955755599,5.0,0.5193548387096775
120,data/b258.jpg,8339128622416111116436843636812,1.0,0.17956989247311828
121,data/b372.jpg,86898888888829738189588896953959,8.0,0.3021505376344086
122,data/e417.jpg,66665565695695569662699293665897,6.0,0.29354838709677417
123,data/k366.jpg,6797794465597661784774837677927,7.0,0.2032258064516129
124,data/g274.jpg,9989666665578586866963666766898,6.0,0.2913978494623656
125,data/n889.jpg,26599355558855519175825551556595,5.0,0.289247311827957
126,data/x163.jpg,62669666966969626636362687162366,6.0,0.3580645161290323
127,data/a238.jpg,7873488389828499678688894888876,8.0,0.2698924731182796
128,data/k177.jpg,7972445444246864434875414734694,4.0,0.23118279569892472
129,data/l312.jpg,8686891889889964811376236196884,8.0,0.2010752688172043
130,data/m186.jpg,67966876666699458343666332566526,6.0,0.23548387096774193
131,data/i130.jpg,84692858852264664566888286888598,8.0,0.23118279569892472
132,data/m1316.jpg,667531655265655556667539416622222222222222222222,6.0,0.22688172043010751
133,data/j0.jpg,555662555555989555561655599559999999,5.0,0.4075268817204301
134,data/h33.jpg,5565554555565595955541555555685,5.0,0.5408602150537635
135,data/o83.jpg,6667665667134968686772963796692,6.0,0.24193548387096775
136,data/k305.jpg,6465869658286992556675255546686,6.0,0.21827956989247313
