id,emotion
i398.jpg,6.0
i369.jpg,6.0
i234.jpg,6.0
i392.jpg,5.0
i335.jpg,6.0
i194.jpg,8.0
i130.jpg,8.0
i226.jpg,5.0
i240.jpg,6.0
i189.jpg,6.0
i186.jpg,8.0
i127.jpg,6.0
i183.jpg,8.0
i181.jpg,6.0
i128.jpg,5.0
i232.jpg,6.0
i96.jpg,5.0
i29.jpg,8.0
i399.jpg,5.0
i396.jpg,5.0
i235.jpg,6.0
i242.jpg,6.0
i176.jpg,6.0
i134.jpg,5.0
i347.jpg,6.0
i258.jpg,6.0
i362.jpg,6.0
i58.jpg,6.0
i266.jpg,6.0
i300.jpg,6.0
i162.jpg,6.0
i102.jpg,8.0
i77.jpg,6.0
i302.jpg,6.0
i365.jpg,6.0
i115.jpg,6.0
i371.jpg,6.0
i358.jpg,6.0
i47.jpg,5.0
i32.jpg,6.0
i338.jpg,6.0
i146.jpg,6.0
i159.jpg,6.0
i205.jpg,6.0
i180.jpg,8.0
i92.jpg,6.0
i246.jpg,6.0
i20.jpg,6.0
i85.jpg,6.0
i413.jpg,6.0
i316.jpg,6.0
i103.jpg,6.0
i202.jpg,6.0
i230.jpg,8.0
i140.jpg,5.0
i306.jpg,8.0
i410.jpg,6.0
i315.jpg,6.0
i378.jpg,5.0
i28.jpg,6.0
i193.jpg,6.0
i318.jpg,6.0
i175.jpg,8.0
i415.jpg,6.0
i225.jpg,5.0
i390.jpg,6.0
i373.jpg,5.0
i198.jpg,8.0
i79.jpg,6.0
i375.jpg,5.0
i24.jpg,6.0
i206.jpg,8.0
i129.jpg,6.0
i402.jpg,8.0
i312.jpg,6.0
i331.jpg,8.0
i397.jpg,5.0
