id,emotion
f85.jpg,8.0
f362.jpg,5.0
f22.jpg,6.0
f395.jpg,5.0
f396.jpg,5.0
f55.jpg,5.0
f244.jpg,5.0
f373.jpg,8.0
f41.jpg,8.0
f424.jpg,5.0
f142.jpg,5.0
f128.jpg,8.0
f53.jpg,5.0
f1.jpg,5.0
f391.jpg,5.0
f359.jpg,5.0
f389.jpg,5.0
f144.jpg,5.0
f367.jpg,5.0
f249.jpg,5.0
f111.jpg,5.0
f19.jpg,8.0
f375.jpg,8.0
f141.jpg,5.0
f416.jpg,5.0
f156.jpg,5.0
f216.jpg,8.0
f52.jpg,5.0
f45.jpg,6.0
f241.jpg,6.0
f404.jpg,5.0
f95.jpg,5.0
f239.jpg,6.0
f80.jpg,5.0
f393.jpg,5.0
f302.jpg,5.0
f24.jpg,6.0
f341.jpg,5.0
f73.jpg,5.0
f143.jpg,6.0
f17.jpg,6.0
f270.jpg,5.0
f291.jpg,6.0
f376.jpg,8.0
f344.jpg,5.0
f43.jpg,8.0
f210.jpg,6.0
f212.jpg,5.0
f343.jpg,5.0
f31.jpg,6.0
f306.jpg,5.0
f299.jpg,5.0
f294.jpg,5.0
f242.jpg,5.0
f36.jpg,6.0
f180.jpg,5.0
f360.jpg,5.0
f220.jpg,5.0
f199.jpg,6.0
f407.jpg,5.0
f27.jpg,6.0
f366.jpg,5.0
f423.jpg,5.0
f275.jpg,5.0
f342.jpg,5.0
f44.jpg,8.0
f172.jpg,5.0
f412.jpg,5.0
f119.jpg,5.0
f94.jpg,5.0
f217.jpg,5.0
f379.jpg,5.0
f377.jpg,5.0
f401.jpg,5.0
f301.jpg,5.0
f292.jpg,6.0
f8.jpg,5.0
f140.jpg,5.0
f411.jpg,5.0
