id,emotion
k301.jpg,5.0
k88.jpg,7.0
k10.jpg,7.0
k366.jpg,7.0
k177.jpg,4.0
k305.jpg,6.0
k5.jpg,7.0
k245.jpg,5.0
k252.jpg,5.0
k891.jpg,7.0
k459.jpg,8.0
k314.jpg,6.0
k311.jpg,6.0
k103.jpg,7.0
k241.jpg,5.0
k634.jpg,5.0
k382.jpg,7.0
k806.jpg,7.0
k1726.jpg,7.0
k249.jpg,5.0
k107.jpg,7.0
k296.jpg,5.0
k127.jpg,5.0
k53.jpg,7.0
k278.jpg,5.0
k25.jpg,7.0
k658.jpg,5.0
k455.jpg,8.0
k318.jpg,6.0
k1417.jpg,7.0
k1147.jpg,7.0
k50.jpg,7.0
k541.jpg,7.0
k126.jpg,5.0
k474.jpg,7.0
k1.jpg,7.0
k270.jpg,5.0
k129.jpg,5.0
k1140.jpg,7.0
k1689.jpg,7.0
k29.jpg,6.0
k205.jpg,7.0
k63.jpg,7.0
k872.jpg,7.0
k37.jpg,7.0
k1457.jpg,5.0
k355.jpg,7.0
k341.jpg,7.0
k388.jpg,7.0
k201.jpg,7.0
k1717.jpg,7.0
k668.jpg,7.0
k253.jpg,5.0
k279.jpg,5.0
k283.jpg,5.0
k369.jpg,7.0
