id,emotion
m1395.jpg,5.0
m375.jpg,5.0
m1219.jpg,6.0
m931.jpg,6.0
m1247.jpg,5.0
m1126.jpg,6.0
m186.jpg,6.0
m1316.jpg,6.0
m1325.jpg,6.0
m1411.jpg,5.0
m573.jpg,6.0
m1115.jpg,6.0
m594.jpg,5.0
m959.jpg,8.0
m661.jpg,6.0
m1412.jpg,5.0
m892.jpg,6.0
m467.jpg,5.0
m1198.jpg,6.0
m533.jpg,5.0
m552.jpg,5.0
m40.jpg,5.0
m1151.jpg,6.0
m1334.jpg,5.0
m1299.jpg,6.0
m1410.jpg,5.0
m1098.jpg,6.0
m1294.jpg,5.0
m348.jpg,5.0
m21.jpg,5.0
m91.jpg,6.0
m1338.jpg,6.0
m1473.jpg,5.0
m1044.jpg,6.0
m22.jpg,5.0
m609.jpg,5.0
m1413.jpg,5.0
m702.jpg,6.0
m854.jpg,6.0
m215.jpg,6.0
m363.jpg,5.0
m1263.jpg,6.0
m20.jpg,5.0
m201.jpg,6.0
m648.jpg,6.0
m497.jpg,5.0
m75.jpg,5.0
m1230.jpg,6.0
m804.jpg,6.0
m370.jpg,5.0
m730.jpg,6.0
m1250.jpg,6.0
m1408.jpg,5.0
m1077.jpg,6.0
m343.jpg,5.0
m642.jpg,6.0
m958.jpg,8.0
m341.jpg,5.0
m1409.jpg,5.0
m616.jpg,6.0
m421.jpg,5.0
m409.jpg,5.0
m1.jpg,5.0
m770.jpg,6.0
m621.jpg,5.0
m367.jpg,5.0
m1433.jpg,5.0
m377.jpg,5.0
m1478.jpg,5.0
m1470.jpg,5.0
m491.jpg,5.0
m920.jpg,6.0
