id,emotion
n811.jpg,6.0
n110.jpg,6.0
n234.jpg,6.0
n995.jpg,6.0
n1065.jpg,6.0
n889.jpg,5.0
n649.jpg,7.0
n124.jpg,6.0
n445.jpg,6.0
n928.jpg,6.0
n869.jpg,5.0
n385.jpg,6.0
n993.jpg,1.0
n897.jpg,5.0
n186.jpg,5.0
n504.jpg,6.0
n521.jpg,8.0
n910.jpg,6.0
n70.jpg,5.0
n381.jpg,6.0
n1008.jpg,6.0
n7.jpg,6.0
n950.jpg,6.0
n1009.jpg,8.0
n1040.jpg,6.0
n405.jpg,6.0
n879.jpg,5.0
n870.jpg,5.0
n26.jpg,6.0
n766.jpg,6.0
n265.jpg,8.0
n65.jpg,5.0
n764.jpg,6.0
n863.jpg,5.0
n462.jpg,6.0
n1045.jpg,5.0
n415.jpg,6.0
n76.jpg,5.0
n532.jpg,6.0
n518.jpg,1.0
n987.jpg,6.0
n206.jpg,6.0
n459.jpg,6.0
n419.jpg,6.0
n268.jpg,6.0
n806.jpg,6.0
n69.jpg,5.0
n772.jpg,6.0
