id,emotion
e237.jpg,6.0
e18.jpg,6.0
e396.jpg,5.0
e271.jpg,6.0
e190.jpg,6.0
e382.jpg,5.0
e412.jpg,6.0
e202.jpg,6.0
e417.jpg,6.0
e228.jpg,6.0
e260.jpg,6.0
e358.jpg,6.0
e238.jpg,6.0
e17.jpg,5.0
e402.jpg,5.0
e397.jpg,5.0
e404.jpg,5.0
e269.jpg,6.0
e298.jpg,6.0
e101.jpg,5.0
e416.jpg,5.0
e302.jpg,6.0
e208.jpg,6.0
e162.jpg,6.0
e64.jpg,5.0
e147.jpg,6.0
e130.jpg,6.0
e105.jpg,5.0
e196.jpg,6.0
e384.jpg,5.0
e240.jpg,5.0
e407.jpg,6.0
e322.jpg,6.0
e385.jpg,5.0
e400.jpg,5.0
e325.jpg,6.0
e70.jpg,5.0
e192.jpg,6.0
e164.jpg,6.0
e392.jpg,5.0
e103.jpg,5.0
e134.jpg,6.0
e377.jpg,6.0
e102.jpg,5.0
e27.jpg,6.0
e9.jpg,6.0
e317.jpg,6.0
e40.jpg,6.0
e386.jpg,5.0
e100.jpg,6.0
e338.jpg,6.0
e114.jpg,6.0
e267.jpg,6.0
e153.jpg,6.0
e140.jpg,6.0
e274.jpg,6.0
e4.jpg,6.0
e215.jpg,6.0
e361.jpg,6.0
e373.jpg,6.0
e393.jpg,5.0
e347.jpg,6.0
e388.jpg,5.0
e387.jpg,5.0
e279.jpg,6.0
e22.jpg,6.0
e383.jpg,5.0
e249.jpg,6.0
e95.jpg,6.0
e244.jpg,6.0
e394.jpg,5.0
e57.jpg,6.0
e367.jpg,6.0
e203.jpg,6.0
