id,emotion
l312.jpg,8.0
l469.jpg,8.0
l179.jpg,6.0
l311.jpg,5.0
l90.jpg,1.0
l103.jpg,1.0
l466.jpg,1.0
l162.jpg,1.0
l2.jpg,5.0
l439.jpg,6.0
l387.jpg,6.0
l189.jpg,6.0
l291.jpg,6.0
l209.jpg,5.0
l255.jpg,8.0
l448.jpg,1.0
l18.jpg,5.0
l268.jpg,8.0
l46.jpg,5.0
l50.jpg,5.0
l116.jpg,6.0
l107.jpg,5.0
l476.jpg,5.0
l341.jpg,5.0
l447.jpg,1.0
l293.jpg,6.0
l318.jpg,5.0
l226.jpg,8.0
l101.jpg,1.0
l228.jpg,5.0
l361.jpg,6.0
l263.jpg,3.0
l72.jpg,5.0
l404.jpg,6.0
l36.jpg,1.0
l473.jpg,5.0
l307.jpg,3.0
l269.jpg,1.0
l444.jpg,5.0
l106.jpg,8.0
l49.jpg,5.0
l204.jpg,5.0
l6.jpg,8.0
l309.jpg,5.0
l206.jpg,5.0
l10.jpg,2.0
l109.jpg,5.0
l332.jpg,5.0
l67.jpg,6.0
l330.jpg,5.0
l39.jpg,8.0
l284.jpg,6.0
