id,emotion
g148.jpg,5.0
g133.jpg,5.0
g146.jpg,6.0
g114.jpg,6.0
g274.jpg,6.0
g49.jpg,6.0
g217.jpg,5.0
g254.jpg,6.0
g282.jpg,6.0
g202.jpg,6.0
g204.jpg,6.0
g89.jpg,6.0
g187.jpg,6.0
g246.jpg,6.0
g289.jpg,6.0
g209.jpg,6.0
g135.jpg,6.0
g16.jpg,7.0
g39.jpg,6.0
g74.jpg,8.0
g106.jpg,6.0
g180.jpg,6.0
g98.jpg,8.0
g195.jpg,6.0
g55.jpg,6.0
g277.jpg,6.0
g194.jpg,6.0
g129.jpg,6.0
g68.jpg,8.0
g116.jpg,6.0
g292.jpg,8.0
g234.jpg,6.0
g260.jpg,6.0
g20.jpg,7.0
g87.jpg,6.0
g286.jpg,8.0
g51.jpg,6.0
g190.jpg,6.0
g154.jpg,6.0
g82.jpg,6.0
g24.jpg,7.0
g104.jpg,8.0
g142.jpg,6.0
g137.jpg,5.0
g272.jpg,6.0
g219.jpg,5.0
g296.jpg,6.0
g174.jpg,6.0
g169.jpg,6.0
g40.jpg,5.0
g170.jpg,5.0
g77.jpg,6.0
g155.jpg,5.0
g71.jpg,8.0
g28.jpg,6.0
g5.jpg,6.0
g101.jpg,8.0
g134.jpg,5.0
g172.jpg,6.0
g210.jpg,6.0
g45.jpg,8.0
g241.jpg,6.0
